% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Jun 9 2026, 18:24"
% Dimension,2
% Nodes,20128
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s) @ lambda=0.05,v (m/s) @ lambda=0.05,p (Pa) @ lambda=0.05,vef.Te_1xx (N/m^2) @ lambda=0.05,vef.Te_1xy (N/m^2) @ lambda=0.05,vef.Te_1yy (N/m^2) @ lambda=0.05
-0.013110759676856286,-0.014426108211999217,-0.006166102767934586,0.004331223968610031,0.17405740362342356,-2.1010672966723765,-1.3904265035380943,3.0171980390589614
-0.01297030063256824,-0.014521263518025651,-0.00630061786653311,0.004136606496043769,0.1702617415659964,-2.0081333030963386,-1.5452456221507005,2.9223959188228466
-0.013268244266720347,-0.01449795348951457,-0.005883042514006076,0.004270899334552664,0.15701797493824657,-2.0617280815461796,-1.2138473898112034,2.8834071986070673
-0.013575606714473892,-0.014460719603612159,-0.005466996254586859,0.004377949631348379,0.14537254308692857,-2.075483494549454,-0.9024770236948786,2.812533190327674
-0.012681527942944006,-0.014533066553328465,-0.006716732405345719,0.003971759087075566,0.1878600922879191,-1.9111301393882967,-1.8899181043189557,2.925508242309268
-0.01253805848950118,-0.014614974713575648,-0.006839068540801826,0.003759670119870904,0.18548022303946451,-1.7865884296879802,-2.0345932257676824,2.798583025193435
-0.012401138805135015,-0.014534170808516787,-0.0071291429374478466,0.003774132164510741,0.20047363952328737,-1.757026511623202,-2.2530787142576574,2.8797168041727406
-0.0122699521913998,-0.014455032777517945,-0.0074221791195028565,0.0037816698155751145,0.24075683609192344,-1.7375061245438796,-2.4633124789423224,2.9806021865812227
-0.02292278974823172,-0.02239831114368017,-2.9741673743298696E-5,3.230412330018566E-5,0.014618682198937699,-0.06126339471987103,0.007647622761810371,0.06164833986751143
-0.022382396910275288,-0.022789725528750675,-3.746287533386016E-5,3.494583754439293E-5,-0.011577372876090907,-0.06728289763483862,-0.00685417864974061,0.0677592826368935
-0.02205341131601974,-0.023403967880813288,-2.6455651033787915E-5,2.1402435916335454E-5,-0.03769808306438954,-0.05314073602146558,-0.018257060722481195,0.05352421123095947
-0.021737900848989713,-0.023942089027330738,-1.5921709432799546E-5,1.1117816515630767E-5,-0.062213544719873566,-0.03938046219479172,-0.022805279261246186,0.03958972142710194
-0.02142438376573399,-0.024471928452129352,-6.278168766172609E-6,3.286373851842274E-6,-0.08843101410116683,-0.02249438609798872,-0.01968247851342494,0.022572134143840576
-0.021103896103896104,-0.025,0,0,-0.11848674140131925,6.255098906813574E-5,-0.0070936460078726326,-7.04787650701149E-5
